No,station_name,lacation,train_num,train_num_count
551,镇赉站,"123.20149934138364,45.86403387277855","['K1301', 'K2083', 'K2084', 'K995', 'K996', 'K997', 'K998', 'T40']",8
552,阿木尔站,"123.16955640592359,52.86738105678288","['6245', '6246', 'K7037', 'K7040', 'K7041', 'K7042']",6
553,昂昂溪站,"123.82271658799641,47.16704311162602","['4188', '6259', '6260', '6291', '6293', '6294', '6295', '6296', 'K7028', 'K7246', 'K7247', 'K7248', 'K7249', 'K926', 'K927']",15
554,阿城北站,"127.02993001299946,45.59492717494824","['D7932', 'D7933', 'D7985', 'D7986', 'D7986', 'D8511', 'D8512', 'D8515', 'D8517', 'D8518', 'D8526', 'D8528', 'D8529', 'D9817', 'D9823', 'D9824', 'G3602', 'G716', 'G717', 'G721']",20
555,阿城站,"127.00378941248948,45.55687825667595","['2052', 'K5171', 'K5172', 'K5173', 'K5174', 'K7221', 'K7222', 'K725', 'K726', 'K727', 'K728', 'K7289', 'K7290', 'K937', 'K938', 'K939', 'K940', 'T17', 'T298']",19
556,安达站,"125.32975613190384,46.40753117808896","['2623', '2624', 'D127', 'D128', 'D129', 'D130', 'D151', 'D154', 'D6911', 'D6913', 'D6914', 'D6915', 'D6916', 'D6917', 'D6919', 'D6921', 'D6923', 'D6924', 'D6926', 'D6929', 'D6931', 'D6935', 'D6936', 'D6939', 'D6941', 'D6942', 'D6943', 'D6944', 'D6945', 'D7959', 'D7960', 'D7961', 'D7962', 'D9813', 'D9814', 'G1262', 'G1263', 'G2633', 'G2634', 'G2635', 'G2636', 'G711', 'G722', 'G766', 'G781', 'G782', 'G783', 'G784', 'G933', 'K1303', 'K1304', 'K5127', 'K5128', 'K5142', 'K5143', 'K567', 'K570', 'K7041', 'K7094', 'K7095', 'K7098', 'K7104', 'K7153', 'K7156', 'K926', 'K927', 'T129', 'T130', 'T241', 'T244', 'T332', 'T48']",72
557,安家站,"127.07421270175851,45.0587456899285","['4031', '4032', '6281', '6282', '6283', '6284']",6
558,北安站,"126.51896144230476,48.24106132198734","['4081', '4082', '6201', '6202', '6203', '6204', 'K1009', 'K1010', 'K4491', 'K4492', 'K4493', 'K4494', 'K5119', 'K5120', 'K5121', 'K5122', 'K7031', 'K7032', 'K7034', 'K7035', 'K7053', 'K7054', 'K7147', 'K7148', 'K7165', 'K7166']",26
559,白奎堡站,"127.01107817356694,46.37723977154243","['4053', '4054', '6203', '6204', '6207', '6208', 'K5120', 'K5121', 'K7054', 'K7105', 'K7108', 'K7148']",12
560,勃利站,"130.5657287715136,45.761998842759965","['4171', '4172', '4173', '4174']",4
561,八面通站,"130.54840585773067,44.933234359740226","['6223', '6224', 'K5139', 'K7149', 'K7150']",5
562,宝清站,"132.20817798969043,46.359583147672566","['K7205', 'K7206']",2
563,宾西北站,"127.1566720272336,45.798181892577105","['D7829', 'D7932', 'D7933']",3
564,背荫河站,"127.00416427537881,45.17571668644956","['4031', '4032', '6281', '6282', '6283', '6284']",6
565,宾州站,"127.46477303070886,45.78057590277412","['C102', 'C109', 'C110', 'C111', 'C117', 'D122', 'D7811', 'D7812', 'D7813', 'D7814', 'D7815', 'D7818', 'D7819', 'D7822', 'D7829', 'D7830', 'D7831', 'D7832', 'D7833', 'D7932', 'D7933', 'D7942', 'D7943', 'D7954', 'D7955', 'D7959', 'D7960', 'D7961', 'D7962', 'D7980', 'D7981', 'D9123', 'D9139', 'D9811', 'G1237', 'G1238', 'G1239', 'G1240', 'G3603', 'G3608', 'G3609', 'G754', 'G771', 'G772', 'G778', 'G779']",46
566,晨明站,"129.49636999242162,46.98161806475808","['6207', '6208', '6271', '6274', 'K1227']",5
567,翠岗站,"124.70135495646662,52.04997957275771","['6245', '6246']",2
568,成高子站,"126.84242607508673,45.70622915769401","['2052', 'K5171', 'K5174', 'K7222', 'K7289']",5
569,柴河站,"129.6936618768481,44.77359530097061","['4051', '4052', '4171', '4172', '4174']",5
570,东京城站,"129.23164969882268,44.1243382103708","['4061', '4062', '4063', '4064', '4065', '4066', '4067', '4068', '4069', '4070', '4071', '4072', '4073', '4074', 'K7181', 'K7182', 'K7183', 'K7184', 'K7185', 'K7186', 'K7187', 'K7188', 'K7291', 'K7292', 'K7293', 'K7294', 'K7295', 'K7296', 'K7298']",29
571,达连河站,"129.47147641962061,46.15492978551135","['D7811', 'D7814', 'D7829', 'D7830']",4
572,得莫利站,"129.04006412048437,45.88381574472023","['D7931', 'D7932', 'D7933', 'D7934', 'D9811']",5
573,大庆东站,"125.13099651578158,46.53986066567955","['D112', 'D113', 'D128', 'D129', 'D152', 'D153', 'D6901', 'D6902', 'D6911', 'D6912', 'D6913', 'D6914', 'D6915', 'D6917', 'D6919', 'D6920', 'D6923', 'D6926', 'D6927', 'D6928', 'D6932', 'D6933', 'D6934', 'D6935', 'D6936', 'D6937', 'D6938', 'D6939', 'D6940', 'D6941', 'D6942', 'D6943', 'D6944', 'D6945', 'D7952', 'D7953', 'D7954', 'D7955', 'D7959', 'D7962', 'D7971', 'D7972', 'D7973', 'D7974', 'D7979', 'D7982', 'D9814', 'G1261', 'G1262', 'G1263', 'G1264', 'G703', 'G711', 'G722', 'G766', 'G770', 'G782', 'G783', 'G785', 'G786', 'G787', 'G788', 'G928', 'G933', 'K2151', 'K2154', 'K7041', 'T331', 'T332', 'Z83', 'Z84']",71
574,大庆站,"125.01816197762244,46.60453128610953","['2624', 'K293', 'K294', 'K295', 'K296', 'K5171', 'K5172', 'K5173', 'K5174', 'K567', 'K570', 'K7038', 'K7039', 'K7105', 'K7106', 'K7107', 'K7108']",17
575,大庆西站,"124.89181943984859,46.66198106764476","['D111', 'D112', 'D113', 'D114', 'D127', 'D128', 'D129', 'D130', 'D151', 'D152', 'D153', 'D154', 'D6911', 'D6913', 'D6915', 'D6916', 'D6917', 'D6919', 'D6921', 'D6922', 'D6924', 'D6926', 'D6929', 'D6930', 'D6931', 'D6933', 'D6934', 'D6935', 'D6936', 'D6937', 'D6940', 'D6941', 'D6942', 'D6944', 'D7959', 'D7960', 'D7961', 'D7962', 'D7972', 'D7973', 'D7979', 'D7980', 'D7981', 'D7982', 'D9170', 'D9813', 'D9814', 'G1261', 'G1262', 'G1263', 'G1264', 'G2633', 'G2634', 'G2635', 'G2636', 'G711', 'G722', 'G765', 'G766', 'G768', 'G781', 'G782', 'G783', 'G784', 'G933', 'K1229', 'K1230', 'K1303', 'K1304', 'K2153', 'K47', 'K48', 'K49', 'K50', 'K5127', 'K5141', 'K5142', 'K5143', 'K5144', 'K568', 'K569', 'K7042', 'K7089', 'K7090', 'K7091', 'K7093', 'K7094', 'K7095', 'K7096', 'K7097', 'K7098', 'K7103', 'K7104', 'K7153', 'K7154', 'K7155', 'K7156', 'K925', 'K926', 'K927', 'K928', 'K977', 'K978', 'K979', 'K980', 'T129', 'T130', 'T241', 'T242', 'T243', 'T244', 'T47', 'T48']",113
576,滴道站,"130.8399661725179,45.35203279975368","['4051', '4052']",2
577,东二道河站,"130.43647841880392,45.40392318308208","['4135', 'K7065', 'K7066']",3
578,杜尔伯特站,"124.4548401618059,46.876709280133845","['D127', 'D130', 'D6911', 'D6913', 'D6916', 'D6919', 'D6920', 'D6924', 'D6926', 'D6927', 'D6928', 'D6930', 'D6931', 'D6933', 'D6934', 'D6936', 'D6937', 'D6940', 'D6941', 'D7954', 'D7955', 'D7960', 'D7961', 'D9814', 'G722', 'G766', 'K1230', 'K1303', 'K47', 'K48', 'K49', 'K50', 'K5127', 'K7041', 'K7104', 'K7106', 'K7107', 'K977', 'K978', 'K979', 'K980', 'T129', 'T241', 'T244']",44
579,东海站,"118.77537077793224,34.5215120353471","['6223', '6224', 'K7157', 'K7252']",4
580,大乌苏站,"84.72426014724387,44.41486300177256","['6245', '6246']",2
581,东津站,"127.22227905151084,46.745620959793285","['6207', '6208']",2
582,大民屯站,"123.96867290793634,47.26276180243989","['6280', '6292', 'K7028', 'K7247']",4
583,带岭站,"129.02689011085826,47.02920505823465","['6207', '6208', 'K1227', 'K1228', 'K1391', 'K1394', 'K339', 'K350', 'K552', 'K553', 'K7105', 'K7106', 'K7107', 'K7108', 'K7127', 'K890']",16
584,二井站,"126.53576262991908,48.36338458344749","['6203', '6204']",2
585,富海站,"124.87156893873704,47.87272303695438","['4081', '4082', '6201', '6202', 'K4492', 'K4493']",6
586,富锦站,"132.05337946895463,47.24342720411277","['4135', '4136', '6221', '6222', 'K7065', 'K7066', 'K7121', 'K7122']",8
587,富拉尔基站,"123.65499270859966,47.21613801640761","['2624', '4187', '4188', '6259', '6260', '6291', '6293', '6294', '6295', '6296', 'K1301', 'K1304', 'K5150', 'K7028', 'K7246', 'K7247', 'K7248', 'K7249', 'K926', 'K927', 'K996', 'K997']",22
588,抚远站,"134.40880272124764,48.351474872288144","['4135', '4136', 'K7065', 'K7066']",4
589,富裕站,"124.46689856581916,47.802939578800725","['2061', '2062', '4045', '4046', '4081', '4082', '6201', '6202', 'K4491', 'K4492', 'K4493', 'K4494', 'K497', 'K498', 'K5119', 'K5120', 'K5121', 'K5122', 'K5172', 'K5173', 'K7103', 'K7104', 'K7105', 'K7106', 'K7107', 'K7108']",26
590,方正站,"128.81622129926794,45.873389868249085","['C102', 'C109', 'C111', 'C113', 'C117', 'D121', 'D122', 'D7811', 'D7812', 'D7813', 'D7814', 'D7815', 'D7816', 'D7817', 'D7817', 'D7819', 'D7820', 'D7821', 'D7823', 'D7825', 'D7826', 'D7828', 'D7829', 'D7830', 'D7831', 'D7832', 'D7922', 'D7923', 'D7931', 'D7934', 'D7942', 'D7943', 'D7954', 'D7955', 'D7959', 'D7960', 'D7961', 'D7962', 'D7980', 'D7981', 'D7987', 'D7990', 'D9122', 'D9125', 'D9139', 'D9811', 'G1237', 'G1238', 'G1239', 'G1240', 'G3603', 'G3608', 'G3609', 'G754', 'G771', 'G772', 'G773', 'G774', 'G775', 'G776', 'G778', 'G779']",62
591,桦南东站,"130.6260087542861,46.22230028156369","['D7907', 'D7922', 'D7923', 'D7932', 'D7933', 'D7979', 'D7980', 'D7981', 'D7982', 'D9165', 'D9166', 'D9167', 'D9168', 'G714']",14
592,横道河子站,"129.08060438833908,44.81982204204502","['2051', '2052', 'K5171', 'K5172', 'K5173', 'K5174', 'K7221', 'K7222', 'K937', 'K940', 'T17', 'T298']",12
593,鹤岗站,"130.2913547382412,47.346442372860295","['4171', '4172', '4174', 'C101', 'C103', 'C104', 'C105', 'C106', 'C107', 'C108', 'C109', 'C110', 'C111', 'C112', 'C113', 'C114', 'C117', 'C118', 'C120', 'C122', 'K7111']",21
594,黑河站,"127.50729270507402,50.23915870579068","['K1009', 'K1010', 'K7031', 'K7032', 'K7034', 'K7035']",6
595,宏克力站,"129.8653419738644,46.52395438354777","['D7829', 'D7830']",2
596,呼兰站,"126.65313468887022,46.003723207531834","['4053', '4054', '6203', '6204', '6207', '6208', '6212', 'K1525', 'K1526', 'K1527', 'K1528', 'K340', 'K349', 'K4492', 'K4493', 'K5120', 'K5121', 'K5197', 'K5198', 'K551', 'K554', 'K7035', 'K7053', 'K7105', 'K7108', 'K7125', 'K7126', 'K7128', 'K7147', 'K7148', 'K7165', 'K7166', 'K7205', 'K7231', 'K7232', 'K890']",36
597,恒地营站,"124.97022354475996,48.56749758411374","['2062', '4045', '4046']",3
598,海林站,"129.39409360792237,44.573454057685026","['2051', '2052', '6285', '6286', '6287', '6288', 'K1449', 'K1450', 'K1451', 'K1452', 'K5171', 'K5172', 'K5173', 'K5174', 'K7221', 'K7222', 'K725', 'K726', 'K727', 'K728', 'K7289', 'K937', 'K938', 'K939', 'K940', 'T17', 'T261', 'T262', 'T297', 'T298']",30
599,虎林站,"132.98326329219177,45.77145182465547","['6223', '6224', 'K7153', 'K7154', 'K7155', 'K7156', 'K7157', 'K7158', 'K7159', 'K7160', 'K7289', 'K7290']",12
600,海伦站,"127.00081521277649,47.473246899974264","['6203', '6204', 'K1009', 'K1010', 'K4491', 'K4492', 'K4493', 'K4494', 'K5119', 'K5120', 'K5121', 'K5122', 'K7031', 'K7032', 'K7035', 'K7053', 'K7054', 'K7147', 'K7148', 'K7165', 'K7166']",21
601,黑台站,"131.6307209773521,45.41615868128856","['6223', '6224', 'K7157', 'K7251', 'K7252', 'K7253', 'K7255', 'K7256']",8
602,哈尔滨北站,"126.5423222364141,45.85594891830255","['D127', 'D130', 'D6914', 'D6915', 'D6919', 'D6920', 'D6921', 'D6922', 'D6923', 'D6924', 'D6932', 'D6933', 'D6934', 'D6935', 'D6936', 'D6939', 'D6941', 'D6943', 'D7954', 'D7955', 'D7960', 'D7961', 'D7979', 'D7982', 'D9813', 'D9814', 'G711', 'G765', 'G766', 'G781', 'G782', 'G783', 'G784', 'K5172', 'K5173']",35
603,哈尔滨站,"126.63751989334294,45.76648262907145","['2051', '2052', '2623', '2624', 'C102', 'C106', 'C109', 'C110', 'C111', 'C112', 'C113', 'C114', 'C117', 'C119', 'D111', 'D112', 'D113', 'D114', 'D121', 'D122', 'D128', 'D129', 'D151', 'D154', 'D6901', 'D6902', 'D6911', 'D6912', 'D6913', 'D6914', 'D6915', 'D6916', 'D6917', 'D6919', 'D6920', 'D6921', 'D6922', 'D6923', 'D6924', 'D6926', 'D6927', 'D6928', 'D6929', 'D6930', 'D6931', 'D6932', 'D6933', 'D6934', 'D6935', 'D6936', 'D6937', 'D6938', 'D6939', 'D6940', 'D6941', 'D6942', 'D6943', 'D6944', 'D6945', 'D7801', 'D7802', 'D7803', 'D7811', 'D7812', 'D7813', 'D7814', 'D7815', 'D7816', 'D7817', 'D7817', 'D7818', 'D7819', 'D7820', 'D7821', 'D7822', 'D7823', 'D7824', 'D7825', 'D7826', 'D7828', 'D7829', 'D7830', 'D7831', 'D7832', 'D7833', 'D7921', 'D7922', 'D7923', 'D7924', 'D7931', 'D7932', 'D7933', 'D7934', 'D7942', 'D7943', 'D7944', 'D7952', 'D7953', 'D7954', 'D7955', 'D7959', 'D7960', 'D7961', 'D7962', 'D7965', 'D7966', 'D7971', 'D7972', 'D7973', 'D7974', 'D7975', 'D7976', 'D7977', 'D7979', 'D7980', 'D7981', 'D7982', 'D7985', 'D7986', 'D7986', 'D7987', 'D7988', 'D7988', 'D7988', 'D7989', 'D7990', 'D8502', 'D8503', 'D8511', 'D8512', 'D8513', 'D8514', 'D8515', 'D8516', 'D8517', 'D8518', 'D8519', 'D8520', 'D8521', 'D8523', 'D8524', 'D8525', 'D8526', 'D8528', 'D8529', 'D8530', 'D9121', 'D9122', 'D9123', 'D9125', 'D9139', 'D9167', 'D9168', 'D9170', 'D9811', 'D9814', 'D9817', 'D9821', 'D9822', 'D9823', 'D9824', 'G1237', 'G1238', 'G1239', 'G1240', 'G1261', 'G1262', 'G1263', 'G1264', 'G2634', 'G2635', 'G3601', 'G3602', 'G3603', 'G3605', 'G3606', 'G3608', 'G3609', 'G703', 'G714', 'G716', 'G717', 'G721', 'G722', 'G754', 'G765', 'G766', 'G768', 'G770', 'G773', 'G774', 'G775', 'G776', 'G777', 'G778', 'G779', 'G780', 'G782', 'G783', 'G785', 'G786', 'G787', 'G788', 'G928', 'G933', 'K1010', 'K1021', 'K1303', 'K1304', 'K1392', 'K1393', 'K1449', 'K1450', 'K1451', 'K1452', 'K1525', 'K1526', 'K1527', 'K1528', 'K2151', 'K2154', 'K293', 'K296', 'K349', 'K350', 'K4491', 'K4492', 'K4493', 'K4494', 'K489', 'K490', 'K5127', 'K5128', 'K5171', 'K5172', 'K5173', 'K5174', 'K551', 'K552', 'K553', 'K554', 'K567', 'K568', 'K569', 'K570', 'K7034', 'K7035', 'K7041', 'K7042', 'K7065', 'K7066', 'K7091', 'K7092', 'K7093', 'K7094', 'K7095', 'K7096', 'K7097', 'K7098', 'K7103', 'K7104', 'K7125', 'K7126', 'K7127', 'K7128', 'K7153', 'K7156', 'K7165', 'K7166', 'K725', 'K726', 'K727', 'K728', 'K890', 'K925', 'K926', 'K927', 'K928', 'K937', 'K938', 'K939', 'K940', 'K977', 'K978', 'K979', 'K980', 'T129', 'T130', 'T17', 'T18', 'T181', 'T182', 'T183', 'T184', 'T241', 'T242', 'T243', 'T244', 'T261', 'T262', 'T297', 'T298', 'T329', 'T330', 'T331', 'T332', 'T47', 'T48', 'Z15', 'Z16', 'Z203', 'Z204', 'Z83', 'Z84']",314
604,哈尔滨东站,"126.71807993147826,45.79447857873826","['4031', '4032', '4053', '4054', '6203', '6204', '6207', '6208', '6212', 'K1009', 'K1010', 'K1021', 'K1022', 'K1227', 'K1228', 'K1391', 'K1392', 'K1393', 'K1394', 'K1525', 'K1526', 'K1527', 'K1528', 'K2153', 'K339', 'K340', 'K349', 'K350', 'K4491', 'K4492', 'K4493', 'K4494', 'K489', 'K490', 'K5119', 'K5120', 'K5121', 'K5122', 'K5141', 'K5142', 'K5143', 'K5144', 'K5197', 'K5198', 'K551', 'K552', 'K553', 'K554', 'K7031', 'K7032', 'K7037', 'K7038', 'K7039', 'K7040', 'K7053', 'K7054', 'K7089', 'K7090', 'K7105', 'K7106', 'K7107', 'K7108', 'K7147', 'K7148', 'K7154', 'K7155', 'K7205', 'K7206', 'K7231', 'K7232', 'K7289', 'K7290', 'K889', 'K890', 'T329', 'T330']",76
605,哈尔滨西站,"126.5843488308848,45.71300057843275","['2052', 'D111', 'D114', 'D115', 'D116', 'D117', 'D118', 'D119', 'D120', 'D121', 'D123', 'D124', 'D125', 'D126', 'D127', 'D130', 'D151', 'D152', 'D153', 'D154', 'D27', 'D28', 'D6911', 'D6915', 'D6921', 'D6923', 'D6944', 'D7804', 'D7813', 'D7817', 'D7817', 'D7829', 'D7921', 'D7924', 'D7985', 'D7987', 'D7990', 'D8513', 'D8528', 'D9121', 'D9170', 'D9811', 'D9812', 'D9813', 'D9817', 'D9821', 'G1201', 'G1202', 'G1203', 'G1204', 'G1205', 'G1206', 'G1207', 'G1208', 'G1237', 'G1238', 'G1239', 'G1240', 'G1262', 'G1263', 'G1275', 'G1276', 'G1277', 'G1278', 'G2633', 'G2634', 'G2635', 'G2636', 'G2655', 'G2656', 'G2657', 'G2658', 'G3491', 'G3492', 'G3493', 'G3494', 'G3601', 'G3603', 'G3605', 'G3606', 'G3608', 'G3609', 'G373', 'G374', 'G47', 'G4792', 'G4793', 'G48', 'G49', 'G50', 'G701', 'G702', 'G704', 'G705', 'G706', 'G707', 'G708', 'G709', 'G710', 'G711', 'G712', 'G713', 'G714', 'G716', 'G717', 'G719', 'G720', 'G721', 'G722', 'G724', 'G725', 'G727', 'G728', 'G729', 'G730', 'G731', 'G732', 'G754', 'G755', 'G763', 'G764', 'G766', 'G767', 'G769', 'G771', 'G772', 'G773', 'G774', 'G775', 'G776', 'G781', 'G784', 'G785', 'G786', 'G787', 'G788', 'G901', 'G902', 'G904', 'G921', 'G922', 'G923', 'G924', 'G925', 'G926', 'G927', 'G928', 'G929', 'G930', 'G931', 'G932', 'G934', 'G935', 'G936', 'G937', 'G938', 'G939', 'G940', 'G941', 'K1061', 'K1062', 'K1063', 'K1064', 'K1241', 'K1242', 'K1243', 'K1244', 'K1381', 'K1382', 'K1383', 'K1384', 'K1392', 'K1393', 'K1525', 'K1528', 'K293', 'K294', 'K295', 'K296', 'K4575', 'K4576', 'K4577', 'K4578', 'K489', 'K545', 'K546', 'K547', 'K548', 'K701', 'K702', 'K703', 'K704', 'K7091', 'K7092', 'K889', 'K973', 'K974', 'K975', 'K976', 'T329', 'Z111', 'Z112', 'Z113', 'Z114', 'Z155', 'Z156', 'Z157', 'Z158', 'Z17', 'Z171', 'Z172', 'Z173', 'Z174', 'Z175', 'Z176', 'Z177', 'Z178', 'Z18', 'Z235', 'Z236', 'Z237', 'Z238', 'Z365', 'Z366', 'Z367', 'Z368']",226
606,寒葱沟站,"134.16380381713503,47.97759200155023","['4135', 'K7065', 'K7066']",3
607,海林北站,"129.379412960295,44.61679302408801","['D119', 'D7932', 'D7933', 'D7977', 'D8511', 'D8512', 'D8514', 'D8518', 'D8519', 'D8520', 'D8524', 'D8525', 'D8526', 'D9167', 'D9817', 'D9823', 'D9824', 'G707', 'G714', 'G716', 'G717', 'G721', 'G732']",23
608,浩良河站,"129.6447170626458,46.73393787253963","['6207', '6208', '6271', '6272', '6273', '6274', 'K1227', 'K1228', 'K1391', 'K1392', 'K1393', 'K1394', 'K339', 'K490', 'K552', 'K553', 'K7105', 'K7106', 'K7107', 'K7108', 'K7126', 'K890']",22
609,桦林站,"129.6822638172153,44.68380362276546","['4051', '4052']",2
610,江桥站,"123.69146337332168,46.777293257669335","['2061', '2062', '4085', '4086', 'K1301', 'K549', 'K995', 'K996', 'K997', 'K998']",10
611,加格达奇站,"124.13279440257696,50.42600043743721","['2061', '2062', '4045', '4046', '6245', '6246', 'K497', 'K498', 'K5127', 'K5128', 'K5171', 'K5172', 'K5173', 'K5174', 'K7037', 'K7038', 'K7039', 'K7040', 'K7041', 'K7042', 'K7093', 'K7094', 'K7095', 'K7096', 'K7097', 'K7098', 'K7103', 'K7104']",28
612,佳木斯站,"130.39041501903245,46.809604809300446","['4017', '4018', '4135', '4136', '4171', '4172', '4174', '6207', '6208', '6215', '6216', '6221', '6222', '6271', '6272', '6273', '6274', 'C101', 'C102', 'C103', 'C104', 'C105', 'C106', 'C107', 'C108', 'C109', 'C110', 'C111', 'C112', 'C113', 'C114', 'C117', 'C118', 'C119', 'C120', 'C122', 'D121', 'D122', 'D7801', 'D7802', 'D7803', 'D7804', 'D7811', 'D7812', 'D7813', 'D7814', 'D7815', 'D7816', 'D7817', 'D7817', 'D7818', 'D7819', 'D7820', 'D7821', 'D7822', 'D7823', 'D7824', 'D7825', 'D7826', 'D7828', 'D7829', 'D7830', 'D7831', 'D7832', 'D7833', 'D7902', 'D7908', 'D7911', 'D7912', 'D7921', 'D7922', 'D7923', 'D7924', 'D7931', 'D7932', 'D7933', 'D7934', 'D7942', 'D7943', 'D7944', 'D7954', 'D7955', 'D7959', 'D7960', 'D7961', 'D7962', 'D7979', 'D7980', 'D7981', 'D7982', 'D7985', 'D7986', 'D7986', 'D7987', 'D7988', 'D7988', 'D7988', 'D7989', 'D7990', 'D9121', 'D9122', 'D9123', 'D9125', 'D9139', 'D9165', 'D9166', 'D9167', 'D9168', 'D9811', 'D9812', 'D9817', 'G1237', 'G1238', 'G1239', 'G1240', 'G3603', 'G3608', 'G3609', 'G714', 'G717', 'G754', 'G771', 'G772', 'G773', 'G774', 'G775', 'G776', 'G777', 'G778', 'G779', 'G780', 'K1227', 'K1228', 'K1391', 'K1392', 'K1393', 'K1394', 'K339', 'K340', 'K349', 'K350', 'K489', 'K490', 'K551', 'K552', 'K553', 'K554', 'K7065', 'K7066', 'K7105', 'K7106', 'K7107', 'K7108', 'K7111', 'K7112', 'K7115', 'K7121', 'K7122', 'K7125', 'K7126', 'K7205', 'K7206', 'K889', 'K890', 'T329', 'T330']",166
613,鸡西西站,"130.82923717082886,45.31653828987165","['D7902', 'D7903', 'D7905', 'D7906', 'D7907', 'D7921', 'D7922', 'D7923', 'D7924', 'D7931', 'D7932', 'D7933', 'D7934', 'D7942', 'D7943', 'D7944', 'D7952', 'D7953', 'D7966', 'D7971', 'D7972', 'D7973', 'D7974', 'D7975', 'D7976', 'D7977', 'D7979', 'D7980', 'D7981', 'D7982', 'D7985', 'D7986', 'D7986', 'D9126', 'D9165', 'D9167', 'D9168', 'D9817', 'D9821', 'D9822', 'D9823', 'D9824', 'G3605', 'G3606', 'G714', 'G717', 'G721', 'G732']",48
614,劲松站,"124.19512315072608,51.07347833305205","['6245', '6246']",2
615,奎山站,"130.41443705582768,45.23455086621152","['4051', '4052']",2
616,克山站,"125.85717195784193,48.02216888619931","['4081', '4082', '6201', '6202', 'K4491', 'K4492', 'K4493', 'K4494', 'K5119', 'K5120', 'K5121', 'K5122']",12
617,林口站,"130.27486184907792,45.298348751743205","['4051', '4052', '4171', '4172', '4174', 'K7153', 'K7154', 'K7155', 'K7156']",9
618,兰棱站,"126.1962297369884,45.22735472674003","['K1242', 'K1243', 'K1526', 'K1527', 'K937', 'K940']",6
619,朗乡站,"128.88504605388195,46.9658562528694","['6207', '6208', 'K1228', 'K1391', 'K1394', 'K339', 'K340', 'K490', 'K552', 'K553', 'K7105', 'K7106', 'K7107', 'K7108', 'K7127', 'K890']",16
620,龙镇站,"126.72208394862791,48.69283749821007","['6203', '6204', 'K1009', 'K1010', 'K7053', 'K7054']",6
621,立志站,"124.57681172462928,46.000638444926764","['K1230', 'K47', 'K48', 'K49', 'K50']",5
622,柳毛站,"130.78962396394127,45.24241252957724","['6223', '6224', 'K5139', 'K7149', 'K7150']",5
623,连珠山站,"131.77246217834752,45.49200181388699","['6223', '6224', 'K7252', 'K7254']",4
624,兰岗站,"129.4183713024656,44.272819441528426","['4061', '4063', '4064', '4069', '4070', '4072', 'K7181', 'K7183', 'K7185', 'K7186', 'K7291', 'K7292', 'K7295', 'K7296']",14
625,拉哈站,"124.63689497849508,48.20953593191865","['2061', '2062', '4045', '4046', 'K497', 'K5171', 'K5174', 'K7103', 'K7104', 'K7105', 'K7108']",11
626,龙江站,"123.1857849237753,47.3355577047947","['2624', '4187', '4188', 'K1260', 'K1301', 'K1302', 'K1303', 'K1304', 'K5150', 'K7028', 'K7090', 'K7245', 'K7246', 'K7247', 'K7248', 'K7249', 'K926', 'K927', 'K996', 'K997']",20
627,林口南站,"130.30436274100907,45.22002707260421","['D7902', 'D7905', 'D7907', 'D7921', 'D7924', 'D7931', 'D7932', 'D7933', 'D7934', 'D7942', 'D7943', 'D7944', 'D7966', 'D7971', 'D7972', 'D7973', 'D7974', 'D7975', 'D7976', 'D7977', 'D7985', 'D9126', 'D9165', 'D9167', 'D9821', 'D9823', 'D9824', 'G3605', 'G3606', 'G721', 'G732']",31
628,老莱站,"125.01347228387702,48.65669977586947","['4045', '4046', 'K7105', 'K7108']",4
629,鲁河站,"122.99523294543663,47.455246155599156","['K7028', 'K7245', 'K7249']",3
630,拉古站,"129.5040073057151,44.57192398925315","['6285', '6286', '6287', '6288']",4
631,密山西站,"131.83000601236716,45.520499197335916","['6223', '6224']",2
632,磨刀石站,"129.85304696585575,44.5775446790764","['6223', '6224', 'K7149', 'K7150']",4
